Id,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,SaleType,SaleCondition,GarageAge,HouseAge,RemodelAge,TotalBathrooms,TotalRooms,TotalSF,GarageAreaCars,OverallQualCond,BsmtQualCond,TotalFloorsSF,HasPool,HasGarage,HasBasement,HasFireplace,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,HasScreenPorch,QualToAgeRatio
1874,20,RL,Reg,Low,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,7,15,15,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,990.0,GasA,Ex,Y,SBrkr,990,990,1.0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,14,RFn,1.0,440.0,TA,TA,Y,0,WD,Normal,14,1994,1994,2.0,995.0,1980.0,440.0,35,TA_TA,990,0,1,1,0,1,0,0,1,0.002506265664160401
1875,20,RL,IR2,Low,Inside,CollgCr,PosN,Norm,1Fam,1Story,7,5,11,11,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,1463.0,GasA,Ex,Y,SBrkr,1463,1463,1.0,2,0,3,1,TA,5,Typ,0,Gd,Attchd,11,Fin,2.0,539.0,TA,TA,Y,0,WD,Normal,11,1998,1998,3.0,1468.0,2926.0,1078.0,35,Gd_TA,1463,0,1,1,0,0,1,0,0,0.003501750875437719
1876,60,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,11,11,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,928.0,GasA,Ex,Y,SBrkr,928,1772,1.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,11,RFn,2.0,492.0,TA,TA,Y,0,WD,Normal,11,1998,1998,3.5,935.0,2700.0,984.0,30,Gd_TA,1772,0,1,1,1,1,1,0,0,0.0030015007503751876
1877,20,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,7,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1431.0,GasA,Ex,Y,SBrkr,1444,1444,1.0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,7,RFn,2.0,577.0,TA,TA,Y,0,WD,Normal,7,2002,2001,3.0,1437.0,2875.0,1154.0,35,Gd_TA,1444,0,1,1,0,1,1,0,0,0.003494757863205192
1878,20,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,8,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1492.0,GasA,Ex,Y,SBrkr,1492,1492,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,8,RFn,2.0,608.0,TA,TA,Y,0,WD,Family,8,2001,2001,2.0,1498.0,2984.0,1216.0,35,Gd_TA,1492,0,1,1,1,0,1,0,1,0.0034965034965034965
1879,20,RL,IR1,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,5,31,31,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,BrkTil,Gd,TA,Av,GLQ,Unf,907.0,GasA,TA,Y,SBrkr,907,907,0.0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,31,Unf,1.0,343.0,TA,TA,Y,0,WD,Normal,31,1978,1978,1.0,912.0,1814.0,343.0,25,Gd_TA,907,0,1,1,0,1,0,0,0,0.0025265285497726125
1880,20,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,7,30,30,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,914.0,GasA,TA,Y,SBrkr,914,914,1.0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,30,Unf,2.0,444.0,TA,TA,Y,0,WD,Normal,30,1979,1979,2.0,919.0,1828.0,888.0,35,TA_TA,914,0,1,1,0,0,0,0,0,0.0025252525252525255
1881,20,RL,Reg,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,7,5,7,7,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1569.0,GasA,Ex,Y,SBrkr,1611,1611,1.0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,7,RFn,3.0,1231.0,TA,TA,Y,0,WD,Normal,7,2002,2002,3.0,1575.0,3180.0,3693.0,35,Gd_TA,1611,0,1,1,0,1,1,0,0,0.003494757863205192
1882,60,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1068.0,GasA,Ex,Y,SBrkr,1068,2184,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,6,RFn,2.0,570.0,TA,TA,Y,0,WD,Normal,6,2003,2003,2.5,1076.0,3252.0,1140.0,40,Gd_TA,2184,0,1,1,1,1,1,0,0,0.003992015968063872
1883,60,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,7,7,Gable,CompShg,VinylSd,VinylSd,None,100.70914127423822,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840.0,GasA,Ex,Y,SBrkr,840,1725,0.0,2,1,3,1,Gd,6,Typ,0,Gd,Attchd,7,RFn,2.0,550.0,TA,TA,Y,0,WD,Normal,7,2002,2002,2.5,846.0,2565.0,1100.0,35,Gd_TA,1725,0,1,1,0,0,1,0,0,0.003494757863205192
1884,60,RL,Reg,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,5,8,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,944.0,GasA,Ex,Y,SBrkr,944,1870,0.0,2,1,3,1,Gd,6,Typ,0,Gd,Attchd,8,RFn,2.0,608.0,TA,TA,Y,0,WD,Normal,8,2001,2001,2.5,950.0,2814.0,1216.0,35,Gd_TA,1870,0,1,1,0,1,1,0,0,0.0034965034965034965
1885,20,RL,Reg,Lvl,FR3,CollgCr,Feedr,Norm,1Fam,1Story,8,5,10,9,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1462.0,GasA,Ex,Y,SBrkr,1513,1513,1.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,10,Fin,2.0,521.0,TA,TA,Y,0,WD,Normal,10,1999,2000,3.0,1467.0,2975.0,1042.0,40,Gd_TA,1513,0,1,1,1,1,1,0,0,0.004
1886,20,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,5,7,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,164.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1822.0,GasA,Ex,Y,SBrkr,1828,1828,1.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,7,Fin,2.0,523.0,TA,TA,Y,0,WD,Normal,7,2002,2003,3.0,1829.0,3650.0,1046.0,40,Ex_TA,1828,0,1,1,1,1,1,0,0,0.00399400898652022
1887,20,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,12,11,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1417.0,GasA,Ex,Y,SBrkr,1417,1417,1.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,12,Unf,2.0,511.0,TA,TA,Y,0,WD,Normal,12,1997,1998,3.0,1424.0,2834.0,1022.0,35,Gd_TA,1417,0,1,1,1,1,0,0,1,0.0035035035035035035
1888,20,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,5,2,2,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1578.0,GasA,Ex,Y,SBrkr,1602,1602,1.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2,RFn,3.0,810.0,TA,TA,Y,0,WD,Normal,2,2007,2007,3.0,1585.0,3180.0,2430.0,40,Gd_TA,1602,0,1,1,1,0,1,0,1,0.00398406374501992
1889,60,RL,Reg,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,6,5,2,2,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,608.0,GasA,Ex,Y,SBrkr,608,1396,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2,Fin,2.0,440.0,TA,TA,Y,0,WD,Normal,2,2007,2007,2.5,614.0,2004.0,880.0,30,Gd_TA,1396,0,1,1,1,1,1,0,0,0.00298804780876494
1890,20,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4,6,49,38,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1014.0,GasA,TA,Y,SBrkr,1149,1149,1.0,1,0,3,1,TA,7,Min1,0,Gd,2Types,41,Fin,1.0,544.0,TA,TA,Y,0,WD,Normal,41,1960,1971,2.0,1021.0,2163.0,544.0,24,TA_TA,1149,0,1,1,0,0,1,0,0,0.002039775624681285
1891,180,RM,Reg,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,4,3,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,Wood,Gd,TA,Gd,GLQ,Unf,547.0,GasA,Gd,Y,SBrkr,1072,1072,1.0,1,0,2,1,TA,5,Typ,0,Gd,Basment,4,Fin,2.0,525.0,TA,TA,Y,0,WD,Normal,4,2005,2006,2.0,552.0,1619.0,1050.0,30,Gd_TA,1072,0,1,1,0,0,1,0,0,0.0029910269192422734
1892,20,RL,Reg,HLS,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,50,50,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Rec,876.0,GasA,TA,Y,FuseA,876,876,0.0,1,0,3,1,TA,5,Typ,0,Gd,Detchd,50,Unf,1.0,320.0,TA,TA,Y,0,WD,Normal,50,1959,1959,1.0,881.0,1752.0,320.0,20,TA_TA,876,0,1,1,0,0,0,0,0,0.0020408163265306124
1893,20,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,5,59,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,Unf,1078.0,GasA,TA,Y,FuseA,1368,1368,1.0,1,0,3,1,TA,6,Min1,0,Gd,Attchd,59,RFn,1.0,195.0,TA,TA,Y,0,WD,Normal,59,1950,1950,2.0,1084.0,2446.0,195.0,25,Fa_TA,1368,0,1,1,0,0,1,1,0,0.0025627883136852894
1894,90,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,5,5,50,50,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1678.0,GasA,TA,Y,SBrkr,1678,1678,0.0,2,0,6,2,TA,10,Typ,0,Gd,Attchd,50,Unf,0.0,0.0,TA,TA,Y,0,WD,Normal,50,1959,1959,2.0,1688.0,3356.0,0.0,25,TA_TA,1678,0,0,1,0,0,0,0,0,0.002551020408163265
1895,20,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,5,53,53,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1150.0,GasA,Ex,Y,SBrkr,1560,1560,0.0,1,0,2,1,TA,7,Min1,1,TA,Attchd,53,Unf,1.0,313.0,TA,TA,Y,0,WD,Normal,53,1956,1956,1.0,1157.0,2710.0,313.0,25,TA_TA,1560,0,1,1,1,0,0,0,0,0.0025549310168625446
1896,50,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,68,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,720.0,GasA,Ex,Y,SBrkr,854,1298,0.0,1,0,3,1,TA,6,Typ,2,Gd,Detchd,69,Unf,1.0,256.0,TA,TA,Y,0,WD,Normal,69,1941,1950,1.0,726.0,2018.0,256.0,30,TA_TA,1298,0,1,1,1,1,0,0,0,0.0025746652935118436
1897,50,RH,Reg,Lvl,Corner,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,71,59,Gable,CompShg,MetalSd,MetalSd,BrkFace,88.0,TA,TA,PConc,TA,Fa,No,LwQ,Unf,832.0,GasA,TA,Y,SBrkr,832,1268,0.0,1,1,3,1,TA,7,Typ,2,Gd,Basment,71,Unf,1.0,250.0,TA,TA,Y,0,WD,Abnorml,71,1938,1950,1.5,839.0,2100.0,250.0,20,TA_Fa,1268,0,1,1,1,0,0,1,0,0.0025786487880350697
1898,70,RL,Reg,Bnk,Inside,SWISU,Feedr,Norm,1Fam,2Story,6,6,74,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,583.0,GasA,Gd,Y,FuseF,647,1242,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,83,Unf,1.0,180.0,Fa,TA,Y,0,WD,Normal,83,1935,1950,1.5,589.0,1825.0,180.0,36,TA_TA,1242,0,1,1,1,1,1,0,0,0.0030991735537190084
1899,30,RL,Reg,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,8,93,9,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,816.0,GasA,Ex,Y,SBrkr,1232,1232,0.0,1,0,3,1,Gd,6,Typ,1,Gd,Detchd,93,Unf,2.0,440.0,TA,TA,Y,0,WD,Normal,93,1916,2000,1.0,822.0,2048.0,880.0,48,TA_TA,1232,0,1,1,1,0,0,1,0,0.003129890453834116
1900,70,RL,Reg,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,8,91,19,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,600.0,GasA,Ex,Y,SBrkr,628,1228,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,91,Unf,1.0,215.0,Fa,TA,Y,0,WD,Normal,91,1918,1990,1.0,606.0,1828.0,215.0,56,TA_Fa,1228,0,1,1,1,0,1,0,1,0.0036477331943720686
1901,50,RL,Reg,HLS,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,69,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,840.0,GasA,Ex,Y,SBrkr,840,1567,1.0,1,1,2,1,TA,6,Min2,2,TA,Detchd,48,Unf,2.0,440.0,TA,TA,Y,0,WD,Normal,48,1940,1950,2.5,846.0,2407.0,880.0,30,TA_TA,1567,0,1,1,1,0,1,1,0,0.002575991756826378
1902,20,RL,IR1,HLS,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,4,49,49,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1273.0,GasA,Ex,Y,SBrkr,1273,1273,0.0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,49,Unf,1.0,307.0,TA,TA,Y,0,WD,Normal,49,1960,1960,1.0,1278.0,2546.0,307.0,20,TA_TA,1273,0,1,1,0,1,0,0,1,0.0025497195308516064
1903,90,RL,IR1,HLS,Corner,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,69,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,920.0,GasA,Ex,Y,SBrkr,1240,2480,0.0,2,1,5,2,TA,13,Typ,2,Gd,Detchd,69,Unf,2.0,400.0,TA,TA,Y,0,WD,Normal,69,1940,1950,2.5,933.0,3400.0,800.0,42,TA_TA,2480,0,1,1,1,0,0,1,0,0.0036063884595569293
1904,20,RL,Reg,Lvl,Inside,Crawfor,Feedr,Norm,1Fam,1Story,5,6,55,55,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,Rec,ALQ,1112.0,GasA,Ex,Y,SBrkr,1112,1112,1.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,55,Unf,1.0,390.0,TA,TA,Y,0,WD,Family,55,1954,1954,2.0,1118.0,2224.0,390.0,30,TA_TA,1112,0,1,1,1,0,0,0,0,0.0025575447570332483
1905,20,RL,IR1,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,6,49,49,Gable,CompShg,HdBoard,Plywood,Stone,132.0,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,1561.0,GasA,TA,Y,SBrkr,1561,1561,1.0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,49,Fin,2.0,463.0,TA,TA,Y,0,WD,Normal,49,1960,1960,3.0,1567.0,3122.0,926.0,36,TA_TA,1561,0,1,1,1,0,1,0,1,0.0030596634370219276
1906,50,RL,Reg,Bnk,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,60,4,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Rec,1067.0,GasW,Fa,N,SBrkr,986,1523,1.0,2,0,3,1,Fa,7,Maj2,1,TA,Attchd,60,Unf,1.0,295.0,TA,TA,Y,0,WD,Normal,60,1949,2005,3.0,1074.0,2590.0,295.0,35,TA_TA,1523,0,1,1,1,0,0,1,0,0.002564102564102564
1907,20,RL,Reg,Bnk,Corner,Crawfor,PosA,Norm,1Fam,1Story,6,5,55,55,Gable,CompShg,HdBoard,HdBoard,Stone,420.0,TA,TA,PConc,TA,TA,Av,LwQ,BLQ,1310.0,GasA,Ex,Y,SBrkr,1906,1906,1.0,1,1,3,1,TA,6,Typ,2,Gd,Basment,55,Unf,2.0,576.0,TA,TA,Y,0,WD,Normal,55,1954,1954,2.5,1316.0,3216.0,1152.0,30,TA_TA,1906,0,1,1,1,0,1,0,0,0.003069053708439898
1908,160,RM,Reg,Lvl,Inside,Blueste,Norm,Norm,Twnhs,2Story,6,6,29,29,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,516.0,GasA,TA,Y,SBrkr,516,1032,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,29,Unf,2.0,452.0,TA,TA,Y,0,WD,Normal,29,1980,1980,1.0,521.0,1548.0,904.0,36,TA_TA,1032,0,1,1,1,1,0,0,0,0.003028773346794548
1909,160,RM,Reg,Lvl,Inside,Blueste,Norm,Norm,TwnhsE,2Story,6,6,29,17,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Unf,561.0,GasA,TA,Y,SBrkr,561,1229,1.0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,29,Fin,2.0,462.0,TA,TA,Y,0,WD,Normal,29,1980,1992,2.5,566.0,1790.0,924.0,36,Gd_TA,1229,0,1,1,1,1,0,0,0,0.003028773346794548
1910,160,RM,Reg,Lvl,Inside,Blueste,Norm,Norm,Twnhs,2Story,6,6,29,29,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,561.0,GasA,TA,Y,SBrkr,561,1229,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,29,Fin,2.0,462.0,TA,TA,Y,0,WD,Normal,29,1980,1980,1.5,566.0,1790.0,924.0,36,Gd_TA,1229,0,1,1,1,1,0,0,0,0.003028773346794548
1911,80,RL,IR1,Lvl,Inside,Crawfor,Norm,Norm,1Fam,SLvl,6,6,23,23,Gable,CompShg,VinylSd,VinylSd,BrkFace,242.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,572.0,GasA,Gd,Y,SBrkr,1182,1982,1.0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,23,Fin,2.0,501.0,TA,TA,Y,0,WD,Normal,23,1986,1986,3.5,578.0,2554.0,1002.0,36,TA_TA,1982,0,1,1,1,1,1,0,0,0.003019627579265224
1912,20,RL,Reg,Bnk,Inside,Crawfor,Norm,Norm,1Fam,1Story,7,9,38,0,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,ALQ,1803.0,GasA,TA,Y,SBrkr,2365,2365,1.0,2,0,3,1,Ex,7,Min1,2,Gd,Attchd,38,Fin,2.0,551.0,TA,TA,Y,0,WD,Normal,38,1971,2009,3.0,1810.0,4168.0,1102.0,63,Gd_TA,2365,0,1,1,1,1,1,0,0,0.0035496957403651115
1913,70,RM,Reg,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,2Story,5,6,109,16,Gambrel,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,760.0,GasA,Ex,N,SBrkr,928,2168,0.0,2,0,5,1,Gd,11,Typ,0,Gd,Detchd,11,Unf,2.0,576.0,TA,TA,Y,0,WD,Normal,11,1900,1993,2.0,771.0,2928.0,1152.0,30,TA_TA,1856,0,1,1,0,1,1,1,0,0.0026301946344029457
1914,30,C (all),Reg,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,6,84,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,572.0,GasA,Fa,N,FuseP,572,572,0.0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,69,Unf,1.0,200.0,TA,TA,N,0,WD,Normal,69,1925,1950,1.0,576.0,1144.0,200.0,24,TA_TA,572,0,1,1,0,0,0,1,0,0.0020768431983385254
1915,120,RM,IR1,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2,1,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1596.0,GasA,Ex,Y,SBrkr,1648,1648,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,2,Fin,2.0,482.0,TA,TA,Y,0,New,Partial,2,2007,2008,3.5,1601.0,3244.0,964.0,40,Ex_TA,1648,0,1,1,1,1,1,0,0,0.00398406374501992
1916,30,,Reg,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,2,4,99,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,GLQ,Unf,0.0,GasA,TA,N,FuseA,810,810,0.0,1,0,1,1,TA,4,Min1,0,Gd,Detchd,34,Unf,1.0,280.0,TA,TA,N,0,ConLD,Normal,34,1910,1950,1.0,4.0,810.0,280.0,8,TA_TA,810,0,1,0,0,1,1,0,0,0.0010465724751439038
1917,60,RL,Reg,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,8,5,9,8,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,BLQ,1107.0,GasA,Ex,Y,SBrkr,1040,2052,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,9,Fin,3.0,642.0,TA,TA,Y,0,WD,Normal,9,2000,2001,2.5,1114.0,3159.0,1926.0,40,Gd_TA,2052,0,1,1,1,1,1,0,0,0.00399800099950025
1918,85,RL,Reg,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,32,32,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,902.0,GasA,Ex,Y,SBrkr,926,926,1.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,32,Unf,1.0,351.0,TA,TA,Y,0,WD,Normal,32,1977,1977,2.0,907.0,1828.0,351.0,36,TA_TA,926,0,1,1,1,1,0,0,0,0.003033367037411527
1919,85,RL,Reg,Bnk,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,6,7,32,32,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,LwQ,957.0,GasA,TA,Y,SBrkr,1287,1287,1.0,1,1,2,1,TA,5,Typ,2,Fa,Attchd,32,RFn,2.0,541.0,TA,TA,Y,0,WD,Normal,32,1977,1977,2.5,962.0,2244.0,1082.0,42,Gd_TA,1287,0,1,1,1,1,1,0,1,0.003033367037411527
1920,20,RL,Reg,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,18,18,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,Unf,1582.0,GasA,TA,Y,SBrkr,1595,1595,1.0,2,0,2,1,TA,5,Typ,0,Gd,Detchd,18,Unf,2.0,672.0,TA,TA,Y,0,COD,Abnorml,18,1991,1991,3.0,1587.0,3177.0,1344.0,25,Gd_TA,1595,0,1,1,0,0,0,0,0,0.0025100401606425703
1921,20,RL,IR1,HLS,Corner,Timber,Norm,Norm,1Fam,1Story,9,5,1,1,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Ex,TA,CBlock,Ex,TA,Gd,GLQ,Unf,2190.0,GasA,Ex,Y,SBrkr,2036,2036,1.0,2,0,3,1,Ex,9,Typ,1,Ex,Attchd,1,Fin,3.0,780.0,TA,TA,Y,0,WD,Normal,1,2008,2008,3.0,2199.0,4226.0,2340.0,45,Ex_TA,2036,0,1,1,1,1,1,0,0,0.004479840716774514
1922,20,RL,IR1,HLS,Corner,Timber,Norm,Norm,1Fam,1Story,9,5,1,1,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1641.0,GasA,Ex,Y,SBrkr,1641,1641,1.0,2,0,3,1,Ex,7,Typ,0,Gd,Attchd,1,Fin,3.0,885.0,TA,TA,Y,0,WD,Normal,1,2008,2008,3.0,1648.0,3282.0,2655.0,45,Ex_TA,1641,0,1,1,0,0,1,0,0,0.004479840716774514
1923,60,RL,IR1,Lvl,CulDSac,Timber,Norm,Norm,1Fam,2Story,6,8,29,3,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,Unf,712.0,GasA,Ex,Y,SBrkr,1375,2237,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,29,Fin,2.0,440.0,TA,TA,Y,0,WD,Normal,29,1980,2006,2.5,719.0,2949.0,880.0,48,Gd_TA,2237,0,1,1,1,1,1,0,0,0.003028773346794548
1924,80,RL,IR1,Lvl,Corner,Timber,Norm,Norm,1Fam,SLvl,7,5,22,20,Hip,CompShg,Plywood,Plywood,BrkFace,310.0,TA,TA,PConc,Gd,TA,Gd,GLQ,ALQ,1645.0,GasA,Ex,Y,SBrkr,1479,1479,2.0,2,1,3,1,Gd,7,Min1,1,Fa,Attchd,22,Fin,2.0,578.0,TA,TA,Y,0,WD,Normal,22,1987,1989,4.5,1652.0,3124.0,1156.0,35,Gd_TA,1479,0,1,1,1,1,1,0,0,0.0035211267605633804
