Id,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,SaleType,SaleCondition,GarageAge,HouseAge,RemodelAge,TotalBathrooms,TotalRooms,TotalSF,GarageAreaCars,OverallQualCond,BsmtQualCond,TotalFloorsSF,HasPool,HasGarage,HasBasement,HasFireplace,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,HasScreenPorch,QualToAgeRatio
163,20,RL,Reg,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,7,5,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,Unf,1541,GasA,Ex,Y,SBrkr,1541,1541,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,5,RFn,2,532,TA,TA,Y,0,New,Partial,5,2005,2005,2.0,1548,3082,1064,35,Gd_TA,1541,0,1,1,1,0,1,0,0,0.003489531405782652
164,45,RL,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,51,51,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,882,GasA,Ex,Y,SBrkr,882,882,0,1,0,1,1,TA,4,Typ,0,Gd,Attchd,51,Unf,0,0,TA,TA,Y,0,WD,Normal,51,1956,1956,1.0,886,1764,0,24,TA_TA,882,0,0,1,0,0,0,0,0,0.002043944813490036
165,40,RM,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,6,7,81,3,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,Unf,1149,GasA,Gd,Y,FuseA,1149,1616,0,2,0,3,1,Gd,5,Typ,0,Gd,Detchd,81,Unf,1,216,TA,TA,Y,0,WD,Normal,81,1926,2004,2.0,1154,2765,216,42,TA_TA,1616,0,1,1,0,0,0,1,0,0.0031136481577581734
166,190,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,68,9,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,Rec,644,GasA,Gd,Y,SBrkr,808,1355,1,2,0,4,2,TA,6,Typ,0,Gd,Attchd,68,Unf,0,0,TA,TA,Y,0,WD,Normal,68,1940,1999,3.0,650,1999,0,35,TA_TA,1355,0,0,1,0,1,0,0,0,0.002575991756826378
167,20,RL,IR1,Lvl,Inside,ClearCr,Norm,Norm,1Fam,1Story,5,5,54,16,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,BLQ,1617,GasA,Ex,Y,FuseA,1867,1867,1,1,0,2,1,TA,7,Typ,3,Gd,Attchd,54,Fin,1,303,TA,TA,Y,0,COD,Normal,54,1955,1993,2.0,1624,3484,303,25,TA_TA,1867,0,1,1,1,1,0,0,1,0.002556237218813906
168,60,RL,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,0,0,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1582,GasA,Ex,Y,SBrkr,1610,2161,1,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,0,Fin,3,789,TA,TA,Y,0,New,Partial,0,2007,2007,2.5,1590,3743,2367,40,Ex_TA,2161,0,1,1,1,1,1,0,0,0.00398406374501992
169,60,RL,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,3,3,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840,GasA,Ex,Y,SBrkr,840,1720,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,3,Fin,2,440,TA,TA,Y,0,WD,Normal,3,2004,2004,2.5,847,2560,880,35,Gd_TA,1720,0,1,1,1,1,1,0,0,0.003491271820448878
170,20,RL,IR1,Lvl,Corner,Timber,Norm,Norm,1Fam,1Story,8,6,25,25,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1686,GasA,TA,Y,SBrkr,1707,1707,0,2,1,2,1,TA,6,Typ,1,TA,Attchd,25,RFn,2,511,TA,TA,Y,0,WD,Normal,25,1981,1981,2.5,1692,3393,1022,48,Gd_TA,1707,0,1,1,1,1,1,0,0,0.004036326942482341
171,50,RM,IR1,Lvl,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,66,57,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,720,GasA,TA,Y,SBrkr,854,1382,0,1,1,2,1,TA,7,Typ,0,Gd,Detchd,16,Unf,2,660,TA,TA,Y,0,WD,Normal,16,1941,1950,1.5,727,2102,1320,30,TA_TA,854,0,1,1,0,1,0,0,0,0.0025746652935118436
172,20,RL,IR1,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6,5,50,50,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,Unf,1080,GasA,Fa,Y,SBrkr,1656,1656,1,1,0,3,1,TA,7,Typ,2,Gd,Attchd,50,Fin,2,528,TA,TA,P,0,WD,Normal,50,1960,1960,2.0,1087,2736,1056,30,TA_Gd,1656,0,1,1,1,1,1,0,0,0.0030596634370219276
173,160,RL,IR1,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,19,19,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,Rec,1064,GasA,Gd,Y,SBrkr,1064,1767,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,19,RFn,2,504,Gd,TA,Y,0,WD,Normal,19,1987,1987,3.0,1069,2831,1008,49,Gd_Gd,1767,0,1,1,1,1,1,0,0,0.0035211267605633804
174,20,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,47,47,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,1362,GasA,TA,Y,SBrkr,1362,1362,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,47,Unf,2,504,TA,TA,Y,0,COD,Normal,47,1961,1961,2.5,1368,2724,1008,30,TA_TA,1362,0,1,1,1,0,1,0,0,0.0030581039755351682
175,20,RL,IR1,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,6,5,22,22,Gable,CompShg,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,LwQ,1606,GasA,TA,Y,SBrkr,1651,1651,1,2,0,3,1,TA,7,Min2,1,TA,Attchd,22,Fin,2,616,TA,TA,Y,0,WD,Normal,22,1986,1986,3.0,1613,3257,1232,30,Gd_Fa,1651,0,1,1,1,1,0,0,0,0.003019627579265224
176,20,RL,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,6,7,57,6,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,Unf,1202,GasA,TA,Y,SBrkr,2158,2158,1,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,57,Unf,2,576,TA,TA,Y,0,WD,Normal,57,1950,2001,3.0,1209,3360,1152,42,TA_Gd,2158,0,1,1,1,0,1,1,0,0.0030753459764223477
177,60,RL,IR1,Lvl,Corner,ClearCr,Norm,Norm,1Fam,2Story,6,5,19,18,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1151,GasA,TA,Y,SBrkr,1164,2060,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,19,Unf,2,521,TA,TA,Y,0,WD,Normal,19,1988,1989,3.0,1159,3211,1042,30,Gd_TA,2060,0,1,1,1,0,1,0,1,0.0030165912518853697
178,50,RL,Reg,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,48,48,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,BLQ,1052,GasA,Ex,Y,SBrkr,1252,1920,1,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,48,Unf,2,451,TA,TA,Y,0,WD,Normal,48,1958,1958,3.0,1060,2972,902,25,TA_TA,1920,0,1,1,1,0,0,0,0,0.002552322613578356
179,20,RL,IR1,Lvl,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,9,5,1,0,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,2216,GasA,Ex,Y,SBrkr,2234,2234,1,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,0,Fin,3,1166,TA,TA,Y,0,New,Partial,0,2008,2009,3.0,2225,4450,3498,45,Ex_TA,2234,0,1,1,1,0,1,0,0,0.004479840716774514
180,30,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,84,1,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,968,GasA,TA,Y,SBrkr,968,968,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,72,Unf,2,480,Fa,TA,N,0,WD,Normal,72,1923,2006,1.0,973,1936,960,30,TA_TA,968,0,1,1,0,0,0,1,0,0.002598752598752599
181,160,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,6,5,7,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,756,GasA,Ex,Y,SBrkr,769,1525,0,2,1,3,1,Gd,5,Typ,1,TA,Detchd,7,Unf,2,440,TA,TA,Y,0,WD,Normal,7,2000,2000,2.5,761,2281,880,30,Gd_TA,1525,0,1,1,1,0,0,0,0,0.0029985007496251873
182,70,RL,Reg,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,6,86,56,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,Unf,793,GasA,Gd,Y,SBrkr,901,1802,0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,86,Unf,1,216,Fa,TA,Y,0,WD,Normal,86,1920,1950,1.5,802,2595,216,42,Fa_TA,1802,0,1,1,1,0,0,1,0,0.003643935450286309
183,20,RL,Reg,Lvl,Inside,Edwards,Artery,Norm,1Fam,1Story,5,6,50,1,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,TA,TA,No,Unf,Unf,0,GasA,Ex,Y,SBrkr,1340,1340,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,50,RFn,1,252,TA,TA,Y,0,WD,Normal,50,1957,2006,1.0,7,1340,252,30,TA_TA,1340,0,1,0,1,1,0,0,0,0.002553626149131767
184,50,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1362,GasA,Ex,Y,SBrkr,1362,2082,0,2,1,3,1,Gd,6,Mod,0,Gd,Detchd,5,Unf,2,484,TA,TA,N,0,WD,Normal,5,2003,2003,2.5,1368,3444,968,35,Gd_TA,2082,0,1,1,0,1,1,0,0,0.003493013972055888
185,50,RL,IR1,Lvl,Inside,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,98,15,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,504,GasA,Gd,Y,SBrkr,936,1252,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,20,Unf,2,576,TA,TA,Y,0,WD,Normal,20,1908,1991,1.0,509,1756,1152,40,Fa_TA,1252,0,1,1,0,1,0,0,0,0.0026191723415400735
186,75,RM,IR2,Lvl,Inside,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,114,13,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,Unf,1107,GasA,Ex,Y,SBrkr,1518,3608,0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,13,Unf,3,840,Ex,TA,Y,0,WD,Normal,13,1892,1993,2.5,1119,4715,2520,90,TA_TA,3036,0,1,1,1,0,1,0,1,0.005282620179609086
187,80,RL,IR1,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,SLvl,7,5,19,18,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,1188,GasA,Ex,Y,SBrkr,1217,1217,1,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,19,Unf,2,497,TA,TA,Y,0,WD,Normal,19,1990,1991,3.0,1194,2405,994,35,Gd_TA,1217,0,1,1,0,1,1,0,0,0.0035158211953792064
188,50,RL,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,93,22,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,Unf,660,GasA,Ex,Y,SBrkr,808,1656,0,2,1,3,1,TA,8,Min2,0,Gd,Detchd,93,Unf,1,180,Fa,Fa,N,0,WD,Normal,93,1916,1987,2.5,668,2316,180,35,Fa_TA,1512,0,1,1,0,0,0,0,0,0.0026082420448617634
189,90,RL,Reg,Bnk,Inside,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,30,30,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,1086,GasA,TA,Y,SBrkr,1224,1224,2,0,2,2,2,TA,6,Typ,2,TA,Detchd,30,Unf,2,528,TA,TA,Y,0,WD,Alloca,30,1979,1979,3.0,1092,2310,1056,25,Gd_TA,1224,0,1,1,1,1,0,0,0,0.0025252525252525255
190,120,RL,Reg,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,7,6,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1593,GasA,Ex,Y,SBrkr,1593,1593,1,1,1,0,1,Ex,5,Typ,1,Gd,Attchd,7,Fin,2,682,TA,TA,Y,0,WD,Normal,7,2001,2002,2.5,1598,3186,1364,40,Ex_TA,1593,0,1,1,1,0,1,0,1,0.003996003996003996
191,70,RL,Reg,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2Story,8,8,75,13,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,Unf,853,GasA,TA,Y,SBrkr,1549,2727,0,2,1,3,1,Gd,10,Maj1,2,TA,Detchd,75,Unf,2,440,TA,TA,Y,0,WD,Normal,75,1932,1994,2.5,863,3580,880,64,Gd_Gd,2727,0,1,1,1,0,1,0,0,0.004138644593895499
192,60,RL,IR1,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,2Story,7,9,35,3,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,725,GasA,Gd,Y,SBrkr,725,1479,1,1,1,4,1,Gd,7,Typ,0,Gd,Attchd,35,Fin,2,484,TA,TA,Y,0,WD,Normal,35,1972,2004,2.5,732,2204,968,63,TA_TA,1479,0,1,1,0,0,1,0,0,0.0035478966041561076
193,20,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,10,10,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1431,GasA,Ex,Y,SBrkr,1431,1431,1,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,10,Fin,2,666,TA,TA,Y,0,WD,Normal,10,1999,1999,3.0,1437,2862,1332,35,Gd_TA,1431,0,1,1,0,0,1,0,0,0.0035
194,160,RM,Reg,Lvl,Inside,Edwards,Norm,Norm,Twnhs,2Story,7,5,2,2,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,970,GasA,Ex,Y,SBrkr,970,1709,0,2,0,3,1,Gd,7,Maj1,0,Gd,Detchd,2,Unf,2,380,TA,TA,Y,0,WD,Normal,2,2004,2004,2.0,977,2679,760,35,Gd_TA,1709,0,1,1,0,0,1,0,0,0.003491271820448878
195,20,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,7,36,36,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,864,GasA,TA,Y,SBrkr,864,864,0,1,0,3,1,TA,5,Typ,0,Gd,Detchd,19,Unf,1,352,TA,TA,Y,0,WD,Normal,19,1972,1972,1.0,869,1728,352,35,TA_TA,864,0,1,1,0,0,0,0,0,0.002534211860111505
196,160,RL,Reg,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,2Story,6,6,33,33,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,855,GasA,TA,Y,SBrkr,855,1456,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,33,Unf,2,440,TA,TA,Y,0,WD,Normal,33,1976,1976,2.5,862,2311,880,36,Gd_TA,1456,0,1,1,1,1,0,0,0,0.0030349013657056147
197,20,RL,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,0,0,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,1726,GasA,Ex,Y,SBrkr,1726,1726,1,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,0,Fin,3,786,TA,TA,Y,0,New,Partial,0,2007,2007,3.0,1734,3452,2358,35,Ex_TA,1726,0,1,1,1,1,1,0,1,0.0034860557768924302
198,75,RL,Reg,Lvl,Corner,NAmes,Artery,Norm,1Fam,2Story,8,4,88,16,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,LwQ,1360,GasA,Gd,Y,SBrkr,1360,3112,1,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,88,Unf,2,795,TA,TA,Y,512,WD,Abnorml,88,1918,1990,3.5,1368,4472,1590,32,TA_TA,2720,1,1,1,1,0,1,1,0,0.004168837936425221
199,75,RM,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,97,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,755,GasA,Ex,Y,SBrkr,929,2229,0,1,0,5,1,TA,8,Typ,0,Gd,Attchd,97,Unf,0,0,TA,TA,Y,0,WD,Abnorml,97,1912,1950,1.0,763,2984,0,36,TA_TA,1858,0,0,1,0,0,1,1,0,0.0031364349189754314
200,20,RL,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,5,4,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1713,GasA,Ex,Y,SBrkr,1713,1713,1,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,5,Fin,3,856,TA,TA,Y,0,WD,Normal,5,2004,2005,3.0,1720,3426,2568,40,Ex_TA,1713,0,1,1,1,0,1,0,1,0.00399002493765586
201,20,RM,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,4,5,7,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1121,GasA,Ex,Y,SBrkr,1121,1121,0,2,0,2,1,TA,5,Typ,0,Gd,Attchd,7,RFn,2,440,TA,TA,Y,0,WD,Normal,7,2003,2004,2.0,1126,2242,880,20,Gd_TA,1121,0,1,1,0,1,1,0,0,0.001996007984031936
202,20,RL,Reg,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,6,6,31,31,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,1196,GasA,TA,Y,SBrkr,1279,1279,0,2,0,3,1,TA,6,Typ,2,Fa,Detchd,28,Unf,2,473,TA,TA,Y,0,WD,Normal,28,1977,1977,2.5,1202,2475,946,36,TA_TA,1279,0,1,1,1,1,1,0,0,0.003033367037411527
203,50,RL,Reg,Lvl,Corner,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,82,56,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,Unf,617,GasA,Gd,Y,SBrkr,865,1310,0,2,0,2,1,TA,6,Min1,0,Gd,Attchd,82,Unf,1,398,TA,TA,Y,0,COD,Normal,82,1924,1950,2.0,623,1927,398,36,Fa_TA,1310,0,1,1,0,0,0,1,0,0.003116883116883117
204,120,RM,Reg,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,4,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848,GasA,Ex,Y,SBrkr,848,848,1,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,4,RFn,2,420,TA,TA,Y,0,WD,Normal,4,2004,2004,2.0,851,1696,840,30,Gd_TA,848,0,1,1,1,1,0,0,0,0.0029925187032418953
205,50,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,62,59,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,720,GasA,TA,Y,SBrkr,720,1284,0,1,1,2,1,TA,5,Typ,0,Gd,Detchd,61,Unf,1,240,TA,TA,Y,0,WD,Normal,61,1947,1950,1.5,725,2004,240,35,TA_TA,1284,0,1,1,0,0,1,0,0,0.002566735112936345
206,20,RL,Reg,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,7,5,19,19,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1424,GasA,Ex,Y,SBrkr,1442,1442,0,2,0,3,1,TA,5,Typ,0,Gd,Attchd,19,RFn,2,500,TA,TA,Y,0,WD,Normal,19,1990,1990,2.0,1429,2866,1000,35,Gd_TA,1442,0,1,1,0,0,1,0,0,0.0035158211953792064
207,20,RL,IR1,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,1Story,5,5,45,45,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,1140,GasA,TA,Y,SBrkr,1696,1696,0,1,1,3,1,TA,8,Min2,1,TA,Attchd,45,RFn,1,349,TA,TA,Y,0,WD,Normal,45,1962,1962,1.5,1148,2836,349,25,TA_TA,1696,0,1,1,1,0,1,0,0,0.0025471217524197657
208,20,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,48,48,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,Rec,1100,GasA,TA,Y,SBrkr,1100,1100,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,48,RFn,1,312,TA,TA,Y,0,WD,Normal,48,1960,1960,2.0,1106,2200,312,20,TA_TA,1100,0,1,1,1,1,0,0,0,0.002039775624681285
209,60,RL,IR1,Low,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,19,18,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1157,GasA,Ex,Y,SBrkr,1180,2062,1,2,1,3,1,TA,7,Typ,1,Gd,Attchd,19,Fin,2,454,TA,TA,Y,0,WD,Normal,19,1988,1989,3.5,1164,3219,908,35,Gd_TA,2062,0,1,1,1,1,1,0,1,0.003519356460532931
210,20,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,7,44,44,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,1092,GasA,Ex,Y,SBrkr,1092,1092,1,1,0,3,1,TA,6,Typ,0,Gd,Attchd,44,RFn,2,504,TA,Gd,Y,0,WD,Normal,44,1964,1964,2.0,1098,2184,1008,42,Gd_TA,1092,0,1,1,0,0,0,0,0,0.0030534351145038168
211,30,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,6,83,58,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,864,GasA,TA,N,FuseA,864,864,1,1,0,2,1,TA,5,Typ,0,Gd,Attchd,83,Unf,0,0,TA,TA,Y,0,WD,Normal,83,1925,1950,2.0,869,1728,0,30,TA_TA,864,0,0,1,0,0,0,1,0,0.002596053997923157
212,20,RL,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,6,5,1,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,1212,GasA,Ex,Y,SBrkr,1212,1212,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,1,RFn,2,460,TA,TA,Y,0,WD,Normal,1,2009,2009,2.0,1218,2424,920,30,Gd_TA,1212,0,1,1,0,1,1,0,0,0.0029850746268656717
213,60,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,0,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,900,GasA,Ex,Y,SBrkr,932,1852,1,2,1,3,1,Gd,7,Typ,1,TA,Attchd,0,RFn,2,644,TA,TA,Y,0,New,Partial,0,2009,2009,3.5,907,2752,1288,35,Gd_TA,1852,0,1,1,1,1,1,0,0,0.003482587064676617
214,20,RL,IR2,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,5,11,11,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,990,GasA,Ex,Y,SBrkr,990,990,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,10,Unf,2,576,TA,TA,Y,0,WD,Normal,10,1995,1995,1.5,995,1980,1152,25,Gd_TA,990,0,1,1,0,1,0,0,0,0.00250501002004008
215,60,RL,IR1,Lvl,FR2,CollgCr,Norm,Norm,1Fam,2Story,6,7,33,33,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,689,GasA,Ex,Y,SBrkr,689,1392,0,1,1,3,1,TA,6,Typ,0,Gd,Attchd,33,Fin,1,299,TA,TA,Y,0,WD,Normal,33,1977,1977,1.5,695,2081,299,42,Gd_TA,1392,0,1,1,0,0,1,0,0,0.003033367037411527
216,20,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,49,10,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1070,GasA,TA,Y,SBrkr,1236,1236,0,1,0,2,1,Gd,6,Min1,1,Fa,Attchd,49,Unf,1,447,TA,TA,Y,0,WD,Normal,49,1957,1996,1.5,1076,2306,447,30,TA_TA,1236,0,1,1,1,0,0,0,0,0.002553626149131767
